GESTURE,WRIST_X,WRIST_Y,THUMB_CMC_X,THUMB_CMC_Y,THUMB_MCP_X,THUMB_MCP_Y,THUMB_IP_X,THUMB_IP_Y,THUMB_TIP_X,THUMB_TIP_Y,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,PINKY_MCP_X,PINKY_MCP_Y,PINKY_PIP_X,PINKY_PIP_Y,PINKY_DIP_X,PINKY_DIP_Y,PINKY_TIP_X,PINKY_TIP_Y
1,0.0,0.0,0.08717948717948718,-0.10256410256410256,0.15384615384615385,-0.30256410256410254,0.17435897435897435,-0.4717948717948718,0.14871794871794872,-0.6,0.07692307692307693,-0.5282051282051282,0.08205128205128205,-0.7435897435897436,0.08717948717948718,-0.882051282051282,0.08717948717948718,-1.0,0.015384615384615385,-0.5282051282051282,0.08205128205128205,-0.6307692307692307,0.1282051282051282,-0.48717948717948717,0.14871794871794872,-0.358974358974359,-0.046153846153846156,-0.49230769230769234,0.03076923076923077,-0.5743589743589743,0.06153846153846154,-0.41025641025641024,0.06666666666666667,-0.27692307692307694,-0.11282051282051282,-0.4358974358974359,-0.041025641025641026,-0.5076923076923077,-0.010256410256410256,-0.38974358974358975,-0.005128205128205128,-0.28205128205128205
1,0.0,0.0,0.08374384236453201,-0.11822660098522167,0.14285714285714285,-0.31527093596059114,0.1625615763546798,-0.4729064039408867,0.1330049261083744,-0.6059113300492611,0.03940886699507389,-0.5320197044334976,0.03940886699507389,-0.7389162561576355,0.03940886699507389,-0.8768472906403941,0.03940886699507389,-1.0,-0.019704433497536946,-0.5221674876847291,0.06403940886699508,-0.6009852216748769,0.10837438423645321,-0.4482758620689655,0.12807881773399016,-0.3103448275862069,-0.07389162561576355,-0.4876847290640394,0.019704433497536946,-0.5467980295566502,0.054187192118226604,-0.3842364532019704,0.059113300492610835,-0.24630541871921183,-0.12807881773399016,-0.43349753694581283,-0.03940886699507389,-0.49261083743842365,0.0,-0.3793103448275862,0.009852216748768473,-0.2660098522167488
1,0.0,0.0,0.08133971291866028,-0.13875598086124402,0.1339712918660287,-0.32057416267942584,0.15789473684210525,-0.46411483253588515,0.14354066985645933,-0.5933014354066986,0.023923444976076555,-0.5598086124401914,0.023923444976076555,-0.7511961722488039,0.028708133971291867,-0.8899521531100478,0.028708133971291867,-1.0,-0.028708133971291867,-0.5454545454545454,0.07655502392344497,-0.6028708133971292,0.1291866028708134,-0.45454545454545453,0.14354066985645933,-0.3253588516746411,-0.07655502392344497,-0.5023923444976076,0.03827751196172249,-0.5406698564593302,0.07177033492822966,-0.37799043062200954,0.08133971291866028,-0.24880382775119617,-0.11961722488038277,-0.44019138755980863,-0.023923444976076555,-0.4880382775119617,0.019138755980861243,-0.3827751196172249,0.028708133971291867,-0.27751196172248804
1,0.0,0.0,0.0861244019138756,-0.14354066985645933,0.1339712918660287,-0.3253588516746411,0.15789473684210525,-0.46411483253588515,0.14832535885167464,-0.5933014354066986,0.014354066985645933,-0.569377990430622,0.009569377990430622,-0.7511961722488039,0.009569377990430622,-0.8851674641148325,0.014354066985645933,-1.0,-0.0430622009569378,-0.5550239234449761,0.07655502392344497,-0.6028708133971292,0.1291866028708134,-0.44976076555023925,0.14832535885167464,-0.3157894736842105,-0.08133971291866028,-0.5119617224880383,0.0430622009569378,-0.5358851674641149,0.08133971291866028,-0.37320574162679426,0.09090909090909091,-0.24401913875598086,-0.11483253588516747,-0.4449760765550239,-0.014354066985645933,-0.4880382775119617,0.023923444976076555,-0.3827751196172249,0.03827751196172249,-0.27751196172248804
1,0.0,0.0,0.09389671361502347,-0.14553990610328638,0.14553990610328638,-0.3192488262910798,0.17370892018779344,-0.460093896713615,0.16901408450704225,-0.5727699530516432,0.0,-0.5586854460093896,0.0,-0.7511737089201878,0.009389671361502348,-0.8826291079812206,0.018779342723004695,-1.0,-0.046948356807511735,-0.5492957746478874,0.09389671361502347,-0.6009389671361502,0.14553990610328638,-0.4413145539906103,0.15492957746478872,-0.3145539906103286,-0.07511737089201878,-0.5070422535211268,0.07981220657276995,-0.5352112676056338,0.11267605633802817,-0.3615023474178404,0.11267605633802817,-0.24413145539906103,-0.08450704225352113,-0.4460093896713615,0.03755868544600939,-0.48826291079812206,0.07042253521126761,-0.37089201877934275,0.07042253521126761,-0.27230046948356806
1,0.0,0.0,0.0990990990990991,-0.16216216216216217,0.14864864864864866,-0.33783783783783783,0.17117117117117117,-0.46846846846846846,0.18018018018018017,-0.5765765765765766,-0.009009009009009009,-0.5675675675675675,-0.0045045045045045045,-0.7522522522522522,0.009009009009009009,-0.8873873873873874,0.02252252252252252,-1.0,-0.05405405405405406,-0.5495495495495496,0.1036036036036036,-0.6036036036036037,0.14864864864864866,-0.44144144144144143,0.15315315315315314,-0.3108108108108108,-0.06306306306306306,-0.5045045045045045,0.1036036036036036,-0.5315315315315315,0.12612612612612611,-0.36936936936936937,0.12162162162162163,-0.24774774774774774,-0.05855855855855856,-0.44144144144144143,0.07207207207207207,-0.47297297297297297,0.0990990990990991,-0.36036036036036034,0.0945945945945946,-0.26576576576576577
1,0.0,0.0,0.10572687224669604,-0.18061674008810572,0.15418502202643172,-0.34801762114537443,0.1762114537444934,-0.47577092511013214,0.1894273127753304,-0.5770925110132159,-0.022026431718061675,-0.5594713656387665,-0.004405286343612335,-0.7577092511013216,0.013215859030837005,-0.8898678414096917,0.030837004405286344,-1.0,-0.05286343612334802,-0.5418502202643172,0.1145374449339207,-0.5991189427312775,0.14096916299559473,-0.43171806167400884,0.1277533039647577,-0.3039647577092511,-0.048458149779735685,-0.5022026431718062,0.12334801762114538,-0.5418502202643172,0.13656387665198239,-0.3788546255506608,0.11894273127753303,-0.2643171806167401,-0.022026431718061675,-0.44933920704845814,0.11013215859030837,-0.4933920704845815,0.13215859030837004,-0.3876651982378855,0.12334801762114538,-0.29515418502202645
1,0.0,0.0,0.09777777777777778,-0.19111111111111112,0.13777777777777778,-0.3688888888888889,0.17333333333333334,-0.49777777777777776,0.19111111111111112,-0.5822222222222222,-0.035555555555555556,-0.5422222222222223,-0.017777777777777778,-0.7555555555555555,0.013333333333333334,-0.8888888888888888,0.04,-1.0,-0.05333333333333334,-0.5244444444444445,0.11555555555555555,-0.5866666666666667,0.14222222222222222,-0.4533333333333333,0.12444444444444444,-0.3511111111111111,-0.035555555555555556,-0.4888888888888889,0.13777777777777778,-0.5288888888888889,0.14666666666666667,-0.39111111111111113,0.12444444444444444,-0.3022222222222222,0.0044444444444444444,-0.44,0.13333333333333333,-0.4711111111111111,0.1511111111111111,-0.3688888888888889,0.13777777777777778,-0.29333333333333333
1,0.0,0.0,0.0379746835443038,-0.20253164556962025,0.08016877637130802,-0.3881856540084388,0.14345991561181434,-0.5063291139240507,0.189873417721519,-0.5780590717299579,-0.046413502109704644,-0.5443037974683544,-0.008438818565400843,-0.759493670886076,0.02531645569620253,-0.8987341772151899,0.05485232067510549,-1.0,-0.029535864978902954,-0.540084388185654,0.11392405063291139,-0.5907172995780591,0.14345991561181434,-0.4767932489451477,0.1308016877637131,-0.39662447257383965,0.004219409282700422,-0.5063291139240507,0.14345991561181434,-0.5232067510548524,0.1518987341772152,-0.4177215189873418,0.1350210970464135,-0.3459915611814346,0.05485232067510549,-0.459915611814346,0.15611814345991562,-0.46835443037974683,0.16877637130801687,-0.38396624472573837,0.16033755274261605,-0.3206751054852321
1,0.0,0.0,-0.012875536480686695,-0.20600858369098712,0.02145922746781116,-0.3948497854077253,0.10300429184549356,-0.5021459227467812,0.17167381974248927,-0.5493562231759657,-0.06437768240343347,-0.5407725321888412,-0.02145922746781116,-0.7639484978540773,0.017167381974248927,-0.8969957081545065,0.05150214592274678,-1.0,-0.02575107296137339,-0.5321888412017167,0.1072961373390558,-0.592274678111588,0.12017167381974249,-0.49356223175965663,0.09871244635193133,-0.43776824034334766,0.02575107296137339,-0.49356223175965663,0.14163090128755365,-0.5107296137339056,0.13733905579399142,-0.4248927038626609,0.11158798283261803,-0.38197424892703863,0.0815450643776824,-0.44206008583690987,0.16738197424892703,-0.45493562231759654,0.1630901287553648,-0.3776824034334764,0.1459227467811159,-0.33905579399141633
